"sample_id" "FISHES_id" "long_tot" "long_fourche" "mass" "sex" "egg_dvpment" "pop" "ecotype" "true_eco" "genotype" "STL" "MXL" "MDL" "POL" "OOL" "PSL" "TTL" "DOL" "LUL" "ANL" "CPL" "CPD" "PCL" "PVL" "BDD" "HDD" "AMO" "HEA" "lower_gill_raker" "upper_gill_raker" "middle_gill_raker_length" "data.sample_id" "pc1_geomorph" "true_age" "confiance" "X1_um" "X2_um" "X3_um" "X4_um" "X5_um" "X6_um" "X7_um" "X8_um" "X9_um" "infered_age" "MXL_res" "MDL_res" "POL_res" "OOL_res" "PSL_res" "TTL_res" "DOL_res" "LUL_res" "ANL_res" "CPL_res" "CPD_res" "PCL_res" "PVL_res" "BDD_res" "HDD_res" "AMO_res" "HEA_res" "gill_raker_count"
"149" "NOT_90_LATE" "coarNOTs_7722-21" 315 286 344 "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 27 1.87 2.73 1.2 1.38 3.05 8.3 3.54 6.94 2.71 2.24 3.54 3.72 3.36 7.08 2.65 62.27 3.85 28 17 51 "NOT_90_LATE" 0.007399155 5 1 793.6919 1157.4721 1330.2619 1477.7748 1590.4473 1659.1133 NA NA NA 5 0.382203648249257 0.0658639362779158 -0.716090434213604 2.0634705492549 -0.268931633021004 0.854566911260492 1.72568376063611 1.02230154778849 0.432053870804633 1.86117557384883 -0.142766333125783 -0.302284180430399 -0.251576135325243 2.15310328222608 0.0718438810473151 0.355046085832976 -0.493531066171899 45
"150" "NOT_91_LATE" "coarNOTs_7723-21" 324 291 265 "M" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 26.03 1.78 2.72 1.28 1.18 3.2 8.06 2.89 6.5 2.45 2 3.84 4.03 3.83 5.8 2.59 54.98 3.86 27 17 48 "NOT_91_LATE" -0.002254543 4 1 791.0005 1077.6276 1321.1389 1480.2214 1559.7626 NA NA NA NA 4 -0.280696612884567 -0.110865280128867 -0.229908077179935 -0.207907472782364 0.154367742846287 -0.0648478845268901 -0.894806312243131 -0.724068455685335 -0.798481907272616 -0.301405413910777 0.743527360167911 0.568610354299782 1.03857800823096 -1.18991695967345 -0.501588616544044 -0.71574212486703 -0.682581068575427 44
"151" "NOT_92_LATE" "coarNOTs_7724-21" 388 355 315 "M" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 26.96 1.81 2.68 1.11 1.14 3.27 8.57 3.34 6.56 2.93 2.28 3.56 4.17 3.38 6.16 2.76 54.88 4 28 14 62 "NOT_92_LATE" -0.005657034 4 1 825.5534 1243.0663 1452.8758 1612.3034 1692.5715 NA NA NA NA 4 -1.37358845757903 -1.96339510076654 -2.58385917371085 -1.58944559449185 -3.02622385896112 -3.71981281431891 -1.86674439060312 -5.01735315911646 -1.7418050851699 -1.98076533989222 -3.08976410350483 -1.26845089688624 -1.75392008994027 -3.23781381808513 -1.97204473480167 -0.947259297433383 -3.05280953672454 42
"152" "NOT_93_LATE" "coarNOTs_7725-21" 379 340 NA "M" 3 "NOT_fall" "fall_run" "summer_run" "NOT_summer" 32.79 2.37 3.53 1.78 1.28 4.09 9.45 4.18 8.07 3.18 2.46 4.61 4.63 4.51 7.34 3.47 43.55 4.98 27 15 66 "NOT_93_LATE" 0.000172 NA NA NA NA NA NA NA NA NA NA NA 6 2.41527492989232 2.33382595940317 2.47984617863726 0.165584138746942 1.59821596437262 -0.606847261093252 1.86082010628147 0.809557468741288 -0.113763232119933 0.312464153512478 1.42713243150972 0.829074303342256 1.95082489120919 0.310940788671734 3.04864553462149 -2.52613705295621 1.85822914796618 42
"153" "NOT_94_LATE" "coarNOTs_7726-21" 365 331 NA "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 31.21 1.91 3 1.34 1.2 3.72 10.57 3.51 8.11 2.81 2.57 4.22 4.44 3.63 8.19 3.03 67 4.48 29 17 60 "NOT_94_LATE" -0.006557628 5 2 635.0103 1114.7176 1388.1341 1606.1946 1731.5137 1852.5742 NA NA NA 5 -0.269101679418611 0.134135289505732 -0.508423507137557 -0.57688062846549 0.375899670151075 2.58945679161829 -0.246244757749586 1.56475803359985 -1.15231523138888 1.70109423238015 0.388111438058592 0.510957772572955 -0.464174201362238 2.77976109933442 0.66179663040159 0.881046133771766 0.127688382185111 46
"154" "NOT_95_LATE" "coarNOTs_7727-21" 364 330 NA "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 30.85 2.19 3.08 1.57 1.33 3.59 9.7 3.45 7.6 3.1 2.3 4.27 4.44 3.66 7 3.13 59.04 4.54 26 16 60 "NOT_95_LATE" -0.005334088 7 2 635.3428 1137.381 1369.4496 1560.6003 1669.18 1785.4525 1835.7268 1894.3154 NA 7 1.49356596179424 0.527371309246956 1.1541052097617 0.85936230097114 -0.171493235555522 0.705568837968492 -0.426872363587675 0.0245950658999169 0.0142071415419459 -0.323085595072795 0.615330933304283 0.546967378152649 -0.352333647437712 -0.0568267500229843 1.32420572684204 -0.261347976879642 0.431695236068798 42
"155" "NOT_96_LATE" "coarNOTs_7728-21" 309 285 NA "M" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 25.91 1.96 2.72 1.4 1.2 3.26 8.13 2.77 6.77 2.04 1.99 3.71 3.75 3.46 5.75 2.64 56 4.02 29 17 54 "NOT_96_LATE" -0.003373616 4 2 677.0485 1019.1682 1182.3255 1329.4089 1445.3569 NA NA NA NA 4 0.965402560709209 0.0458920907737252 0.739177225831463 0.100353068014246 0.763469094817358 0.545367649421197 -1.09362723350307 0.553375598840257 -2.13112961303156 -0.0177806107189668 0.528358563850098 -0.164272723278326 0.0700573787655377 -1.03835192721541 0.0489360115380992 -0.548617050446172 0.286705637594292 46
"156" "NOT_97_LATE" "coarNOTs_7729-21" 332 296 NA "M" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 27.74 2.06 3.08 1.48 1.26 3.61 8.39 3.44 7.06 3.04 2.32 3.41 4.41 3.36 6.54 3.02 66.02 4.36 28 14 57 "NOT_97_LATE" 0.001522708 4 1 663.2098 1107.2149 1289.0178 1440.4955 1560.4015 NA NA NA NA 4 1.36706789334676 1.41592602738644 1.11579511377754 0.595772257570952 1.78426026178522 0.304587716143269 0.938525442011253 0.698938744652338 1.27346548308263 1.87523342875764 -1.05911285047484 1.67493195838963 -0.477668068546639 0.379963146636032 1.98705887287657 0.861479346744728 1.23866324554141 42
"157" "NOT_98_LATE" "coarNOTs_7730-21" 322 290 NA "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 26.36 2.12 2.91 1.44 1.32 3.17 8.09 3.22 6.26 2.75 1.95 3.73 3.61 3.47 6.3 2.79 49.36 4.13 26 16 43 "NOT_98_LATE" -0.000457 6 2 739.8634 995.0149 1306.4602 1451.5518 1553.9017 1653.8489 1738.5659 NA NA 6 1.86388324352062 0.790869778439963 0.936614938948973 1.34380894351329 0.069782871467485 0.0781806829833864 0.371118376275026 -1.41472734541547 0.411384819860822 -0.628757940713095 0.382148387301745 -0.819792503327924 -0.0136029781482856 0.0714134288138493 0.788800022661534 -1.52466844242508 0.527856636075935 42
"158" "NOT_99_LATE" "coarNOTs_7731-21" 354 322 NA "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 29.41 2.17 3.18 1.59 1.4 3.66 8.46 3.23 7.43 2.98 2.18 3.74 4.4 3.85 6.86 2.99 51.33 4.3 27 15 65 "NOT_99_LATE" 0.005647676 5 2 681.4646 936.5379 1164.4868 1314.0526 1501.359 1626.7944 NA NA NA 5 1.52890022399052 1.19461362330064 1.43891594241486 1.74259838765535 0.589927281728033 -1.48690868056014 -0.910850644699084 0.0472429331502084 -0.100266985300626 -0.769715614912669 -0.980738606692434 0.700017366271019 0.393627555918049 -0.0312376171074438 0.768032848490329 -1.34400803270859 -0.227968942842445 42
"159" "NOT_100_LATE" "coarNOTs_7732-21" 334 301 NA "M" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 27.56 1.91 4.17 1.22 1.13 3.23 8.47 2.93 7.01 2.63 2.14 3.86 4.17 3.77 5.94 2.51 56.04 4.07 27 16 55 "NOT_100_LATE" -0.002156688 5 1 769.3511 1050.4867 1195.5784 1359.7675 1490.8393 1580.6089 NA NA NA 5 0.330482032789613 6.29769008504155 -0.836886722552625 -0.902754933438722 -0.254295064329464 0.10942346216073 -1.15753649349895 0.189927648133677 -0.537301331528722 0.181124639759132 0.378006986543841 0.680627579049904 0.63145613280608 -1.30476201031364 -1.39565745285781 -0.595668165653499 -0.242388863633768 43
"160" "NOT_101_LATE" "coarNOTs_7733-21" 301 271 NA "M" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 24.76 1.64 2.71 1.24 1.12 2.87 7.76 3.17 6.27 2.77 1.96 3.54 3.72 3.79 5.94 2.5 60.61 3.68 27 17 49 "NOT_101_LATE" 0.001636911 3 1 734.6763 1088.961 1392.9251 1569.0148 NA NA NA NA NA 3 -0.758607368529394 0.367340266005052 -0.162345310056945 -0.574215226476817 -0.284027139539139 0.765502006659146 0.975894147436566 -0.0495691024288475 1.33080870075104 0.59562379678698 0.517962305498802 0.241671187076853 1.38021154121833 0.0659041788317399 -0.273108369444821 0.16692898364192 -0.530453826678354 44
"161" "NOT_102_LATE" "coarNOTs_7734-21" 312 280 NA "M" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 25.74 1.82 2.53 1.19 1.13 3.04 7.77 3.01 6.59 2.69 1.99 3.64 4.03 3.97 5.83 2.5 62.54 3.74 28 15 52 "NOT_102_LATE" 0.00319822 4 1 801.0786 1210.5041 1405.1318 1589.8454 1686.4398 NA NA NA NA 4 0.190145131097398 -0.700902751042892 -0.682213328965296 -0.59586328271405 0.0140683436553421 0.107378834238416 0.00505769937566172 0.334008395842668 0.619069161589755 0.283939205233101 0.490280182330119 0.968885964868742 1.71064257023834 -0.615304850091038 -0.630036502942868 0.415256744627645 -0.689697046512569 43
"162" "NOT_103_LATE" "coarNOTs_7735-21" 340 306 NA "M" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 28.49 2.02 2.89 1.43 1.36 3.27 9.26 3.06 7 2.81 2.26 3.88 4.12 4.09 6.57 2.83 67.05 4.33 26 16 55 "NOT_103_LATE" -0.01227113 7 2 478.3066 667.7712 801.9092 966.7299 1100.7055 1183.0025 1250.2492 1306.9342 NA 7 0.915821959126405 0.279998725281818 0.578736580268356 1.54246161068779 -0.342247757683812 1.51517272997113 -0.881665041800085 -0.191844780789368 -0.0582652470468275 0.80827459311279 0.232537436784593 0.330687971069142 1.47094592435965 -0.00427831953362775 0.403580641809919 0.974556447201573 0.643547221896655 42
"163" "NOT_104_LATE" "coarNOTs_7736-21" 300 271 NA "M" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 24.76 1.9 2.82 1.27 1.17 3.05 7.57 2.73 6.18 2.58 1.98 3.47 3.95 3.5 5.45 2.49 55.87 3.74 28 16 61 "NOT_104_LATE" 0.003843565 3 1 630.8772 900.8568 1148.8501 1313.0466 NA NA NA NA NA 3 0.874476291373907 0.876906999628189 0.0541654849681885 -0.0224542713483863 0.557219606874273 0.333795213307273 -0.665583802526351 -0.336305565964851 0.588465378937507 0.751420392913326 0.258648228399459 1.0258868652998 0.509692753926984 -1.13175237356001 -0.335974033066063 -0.521624819161509 -0.270443837048268 44
"164" "NOT_105_LATE" "coarNOTs_7737-21" 361 325 NA "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 29.07 2.02 2.84 1.28 1.26 3.53 8.9 3.66 7.54 3.02 2.36 3.8 4.52 3.75 7.21 2.88 55.63 4.38 26 16 50 "NOT_105_LATE" 0.008506026 5 1 629.9952 913.9357 1138.4923 1326.9031 1445.0574 1537.1668 NA NA NA 5 0.535318772531276 -0.44420408316901 -0.83122498942652 0.167482475296713 -0.176100973040903 -0.720954312935005 0.555272182893982 0.184757215603762 -0.0766925030585066 0.439856425179812 -0.891490190814064 0.997346050142622 0.0283601548937469 0.679696635711706 -0.035702582037135 -0.735175580294593 -0.0235261862678792 42
"165" "NOT_106_LATE" "coarNOTs_7738-21" 340 307 NA "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 27.82 1.67 2.65 1.15 1.11 3.23 8.56 3.02 6.94 3.26 2.22 4.4 3.47 4.02 6.9 2.7 58.25 3.88 27 16 55 "NOT_106_LATE" 0.024468169 5 2 660.0438 1044.8425 1262.3273 1360.4346 1459.8233 1477.2261 NA NA NA 5 -1.28520201481051 -0.849037068909804 -1.44378737654837 -1.20935119999181 -0.582381324105623 -0.137895394092417 -1.07081697588497 -0.451459728049749 1.64214789751215 0.439027027871346 2.09980876713315 -1.90407707767925 1.2396882972716 0.750266496014462 -0.446764380783679 -0.297144837294303 -1.33754110443179 43
"166" "NOT_107_LATE" "coarNOTs_7739-21" 330 298 NA "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 27.38 1.91 2.83 1.33 1.21 3.31 8.73 3.42 6.94 2.89 2.26 4.07 4.36 3.6 7.42 2.78 49 4.36 28 15 51 "NOT_107_LATE" 0.0112579 5 1 830.1536 1179.8859 1353.4483 1473.129 1522.8546 1580.4832 NA NA NA 5 0.39068059466238 0.21288246064101 0.00455771536603728 0.0179866809999201 0.281334451851296 0.921634184844945 0.781542890272663 0.178751967575968 0.603123455354187 1.29008711339972 1.28233102744723 1.43278806790245 0.192818189656506 2.42499738244074 0.408480563701005 -1.6015662697434 1.14527202917851 43
"167" "NOT_108_LATE" "coarNOTs_7740-21" 397 366 NA "F" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 33.39 2.13 3.35 1.6 1.36 4.4 9.8 3.88 8.14 3.36 2.66 4.75 4.95 5.08 7.33 3.37 55.29 4.88 29 17 67 "NOT_108_LATE" 0.004878555 NA NA NA NA NA NA NA NA NA NA NA 5 0.403126057134166 0.833649422044695 0.734146657241115 0.660605608483543 1.61908308840669 -1.77423828662496 -0.320733353975238 -0.790973928698681 -0.557071006980615 0.298381682569388 0.807962786764588 0.977525243045503 3.07087880502842 -0.902394791760182 1.40370705845665 -0.927563607749131 0.223460821855562 46
"168" "NOT_109_LATE" "coarNOTs_7741-21" 345 312 NA "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 28.4 1.93 2.67 1.36 1.29 3.32 8.87 3.45 7.36 2.5 2.1 4.18 3.63 3.78 6.99 2.67 55.59 4.31 28 15 55 "NOT_109_LATE" 0.004972935 5 1 675.3779 1103.0114 1294.6874 1486.5819 1641.2569 1714.8578 NA NA NA 5 0.234856622364244 -0.886909135895935 -0.0288911644029018 0.687223271452339 -0.438448671829594 0.185697321078081 0.314371743655499 0.525759836944151 -1.52194670673147 -0.788085439449284 1.07204856875699 -1.54238141911421 0.411644133749942 0.739936289629059 -0.831098649673191 -0.697157558038929 0.278826021361562 43
"169" "NOT_110_LATE" "coarNOTs_7742-21" 382 351 NA "M" 4 "NOT_fall" "fall_run" "summer_run" "NOT_summer" 32.28 2.39 3.47 1.7 1.23 3.82 9.08 4.41 7.62 3.82 2.62 4.66 4.55 4.09 7.25 3.39 52.2 4.78 25 15 60 "NOT_110_LATE" 0.015787763 NA NA NA NA NA NA NA NA NA NA NA 5 2.32274513089526 1.77399220089323 1.71453036356381 -0.543901444953895 -0.25442129759793 -2.26739875152745 2.26094120058643 -1.38267202941817 1.88560373662835 0.889176730430787 1.13126216864502 0.162477920139657 0.452832693365417 -0.409224653111889 2.11795685107563 -1.31944327435576 0.48935964618588 40
"170" "NOT_111_LATE" "coarNOTs_7743-21" 330 299 NA "M" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 26.82 1.77 2.7 1.47 1.12 3.25 7.67 3.42 7.01 3.2 2.2 3.89 4.22 4.65 6.51 2.83 48.68 4.14 29 16 60 "NOT_111_LATE" 0.025779857 5 2 739.9557 1064.0281 1344.8834 1461.1887 1563.4576 1625.0363 NA NA NA 5 -0.502740939840357 -0.411331924565525 0.9902878368449 -0.983147497571345 -0.0519888589536187 -1.54563887843807 0.740150268934994 0.330140035840338 1.76207831453033 0.765576868397808 0.576077198543907 0.922361039880061 3.30048723791896 0.169879951697224 0.681018021612261 -1.65087863157832 0.151751863182526 45
"171" "NOT_112_LATE" "coarNOTs_7744-21" 345 315 NA "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 28.52 2.38 3.36 1.58 1.26 4.04 8.6 3.26 7.2 3.08 2.24 3.78 4.83 3.92 6.89 3.4 59.43 4.6 28 16 66 "NOT_112_LATE" -0.000398 6 2 840.3868 1248.5154 1504.2968 1709.0376 1897.7881 2098.6947 2199.4103 NA NA 6 2.97682788927279 2.20383266917189 1.49191684099997 0.314726019296018 2.73339846858181 -0.647378602280184 -0.511925855982548 -0.18952900204005 0.593489697491083 0.113247793125105 -0.528252132899277 2.40591321451341 0.760323316145569 0.360656043606307 3.59993224891244 -0.154232625536934 1.3854056203576 44
"172" "NOT_113_LATE" "coarNOTs_7745-21" 383 354 NA "M" 3 "NOT_fall" "fall_run" "summer_run" "NOT_summer" 32.2 2.34 3.23 1.65 1.25 3.77 9.82 3.98 7.72 3.96 2.77 4.37 4.63 3.87 6.95 3.18 59.32 4.82 27 15 65 "NOT_113_LATE" 0.009754998 5 1 685.6264 1014.4741 1325.58 1458.871 1557.4675 1640.9689 NA NA NA 5 1.95191400790828 0.592679105084564 1.30374561661301 -0.369223801509097 -0.650828884850481 -0.824194768941546 0.545407548176655 -1.27710751216115 2.29795749310903 1.86947352490482 -0.0662313555520425 0.325105086287843 -0.270596381717934 -1.27446429674487 0.689391926517479 -0.303318660864783 0.522301519861991 42
"173" "NOT_114_LATE" "coarNOTs_7746-21" 380 345 NA "F" 5 "NOT_fall" "fall_run" "summer_run" "NOT_summer" 31.68 1.99 3.02 1.28 1.32 3.55 9.41 4.52 8.15 3.21 2.43 4.66 4.08 3.98 8.47 3.24 71.34 4.68 29 17 61 "NOT_114_LATE" 0.015425597 7 1 671.5451 1132.5117 1453.435 1677.8293 1908.7539 2069.5912 2171.284 2240.0826 NA 7 -0.0507259610613056 -0.138424012792692 -1.18647796328518 0.529805738638123 -1.17751753322332 -1.0722127276209 2.91355653457677 0.712799143691989 -0.216576621372139 -0.219235369975766 1.39281672957687 -1.21065263982898 0.260746063116629 2.82213178398532 1.41837148258362 1.45936032691002 0.337671176674493 46
"174" "NOT_115_LATE" "coarNOTs_7747-21" 354 317 NA "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 28.54 2.11 3.03 1.43 1.19 3.33 9.3 3.21 7.48 2.96 2.1 3.46 4.45 4.21 6.86 3.03 62.87 4.16 27 16 48 "NOT_115_LATE" -0.003087881 5 2 861.814 1234.2165 1496.3486 1606.5077 1694.87 1745.7707 NA NA NA 5 1.25555184047023 0.636268455092181 0.383276389597596 -0.480402972356507 -0.665297639663634 0.779285555943116 -0.779108090245921 0.554829712787957 0.0411422392236894 -1.08768917552651 -1.79057229181459 1.04929998050441 1.57786091430952 0.196736785553678 1.21493914878323 0.334285583181387 -0.597468122420128 43
"175" "NOT_116_LATE" "coarNOTs_7748-21" 354 320 NA "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 26.49 2.24 3.2 1.59 1.28 3.66 8.79 3.19 7.26 2.51 2.07 3.86 4.15 4.21 6.77 3.09 60.66 4.51 29 15 50 "NOT_116_LATE" 0.002226648 5 1 750.1225 1129.6295 1373.9833 1544.8063 1703.5985 1783.5312 NA NA NA 5 2.00468094429155 1.33856090207586 1.47444891868069 0.459797282846355 0.699287666436041 -0.59405455272413 -0.976456070724883 -0.349660041627851 -1.83259463651544 -1.49903212039466 -0.452869560711324 -0.0726509617132682 1.5098156200056 -0.158066932253135 1.47009246693056 0.00586800524514101 0.766635042339409 44
"176" "NOT_117_LATE" "coarNOTs_7749-21" 330 295 NA "M" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 27.3 1.85 2.89 1.38 1.16 3.31 8.05 3.18 7.07 2.82 2.11 3.88 4.32 3.85 6.12 2.79 54.89 4.2 27 11 51 "NOT_117_LATE" 0.009710322 4 1 861.1049 1117.6702 1424.4602 1548.4987 1589.2355 NA NA NA NA 4 0.0764076263552359 0.567521114666911 0.416490050049374 -0.486113457787682 0.445927858692004 -0.38799065197034 0.015977375136632 0.800856125030164 0.463313281948416 0.309892296957467 0.714935796194576 1.40638124107514 1.00676063391344 -0.594510878083559 0.589989617191083 -0.741822099195201 0.596289398125603 38
"177" "NOT_118_LATE" "coarNOTs_7750-21" 335 307 NA "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 28.27 2.11 3.05 1.48 1.31 3.42 9 3.12 7.14 2.51 2.09 4.39 3.92 3.81 7.13 2.92 59.18 4.21 29 16 48 "NOT_118_LATE" -0.00036 7 2 779.1127 1100.3724 1206.9618 1296.3627 1380.5042 1495.8064 1543.3569 1589.5353 NA 7 1.45653453180885 0.989220374890957 0.918921424729819 0.980168793448251 0.298550810791068 0.853908747498481 -0.700715909963323 0.180673136659791 -1.26488821997412 -0.565610230902884 2.06305803353632 -0.381924605030029 0.614317777755859 1.3079682495708 0.925298907967022 -0.163121494070558 0.0811592676395958 45
"178" "NOT_119_LATE" "coarNOTs_7751-21" 348 312 NA "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 29.12 2.01 3.11 1.42 1.34 3.59 9.45 3.51 7.26 2.58 2.23 3.97 4.13 3.38 7.35 3.03 65.82 4.22 28 17 50 "NOT_119_LATE" -0.009425598 6 2 610.9728 907.7548 1073.3916 1245.5138 1341.8825 1407.7106 1493.2822 NA NA 6 0.733098998992292 1.13413896248393 0.400472353357539 1.23432306993884 0.812761443245712 1.49240627025557 0.536318711968576 0.209855196716661 -1.21202158388742 0.216037552757517 0.300678224368953 0.148033351748095 -0.778928050739402 1.61241392970854 1.4129465239696 0.776344556011094 -0.107894201251832 45
"179" "NOT_120_LATE" "coarNOTs_7752-21" 334 306 NA "M" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 28.23 2.01 2.85 1.45 1.35 3.4 8.36 3.58 7.25 2.75 2.04 3.96 3.66 3.67 6.35 2.85 58.02 4.38 26 16 58 "NOT_120_LATE" 0.005890427 5 1 830.8943 1156.2061 1346.8549 1518.4642 1651.039 1727.8606 NA NA NA 5 0.853502310287356 0.0961509892677183 0.721948183864273 1.43297251406831 0.260567389969086 -0.51376025804856 1.04309073784829 0.59841583007391 -0.290855958652941 -0.89208416265694 0.526578478377248 -1.22547625848345 0.220055255365943 -0.537795989471398 0.528328590252047 -0.326922663452206 0.858527539399761 42
"180" "NOT_121_LATE" "coarNOTs_7753-21" 322 290 NA "M" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 26.37 1.95 2.99 1.36 1.24 3.4 8.02 3.35 6.86 2.93 2.12 3.33 3.82 3.45 6.36 2.89 57.45 4.08 25 16 57 "NOT_121_LATE" 0.004271233 5 1 726.9005 1130.864 1383.1951 1581.0075 1659.9272 1704.0209 NA NA NA 5 0.801585548476055 1.15955913639519 0.362220112814512 0.465528566263761 1.13918479469522 -0.0800517676042536 0.853607981535071 0.487024725423021 1.11104304237353 0.688707169811541 -1.09203080559524 -0.107449420262141 -0.0733302088009929 0.217311549418519 1.4142257419893 -0.355518282361971 0.312295223812606 41
"181" "NOT_122_LATE" "coarNOTs_7754-21" 345 314 NA "M" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 28.86 2.05 3.13 1.37 1.2 3.27 8.51 3.56 7.48 3.22 2.18 4.24 4.22 3.7 6.83 2.95 54.08 4.19 26 17 63 "NOT_122_LATE" 0.019858082 5 2 796.6312 1179.5107 1421.1952 1517.817 1596.0969 1651.0541 NA NA NA 5 0.942110227783448 1.17374246133192 0.00722216661692995 -0.326944060919531 -0.779400078548025 -0.775192238294029 0.638777563455638 0.76479503026915 1.17959897927308 -0.290117802366031 1.20480843508165 0.380160695459412 0.128282061988772 0.260899253952994 0.835108591976177 -0.921312402975286 -0.32953900038153 43
"182" "NOT_123_LATE" "coarNOTs_7755-21" 329 295 NA "M" 3 "NOT_fall" "fall_run" "summer_run" "NOT_summer" 26.79 2.08 2.87 1.43 1.22 3.29 7.77 3.47 6.65 2.77 2.25 3.53 4.44 3.56 5.88 2.76 55.31 3.89 29 15 55 "NOT_123_LATE" 0.004791 NA NA NA NA NA NA NA NA NA NA NA 5 1.51219315579492 0.47544117438891 0.775126935988982 0.171936493529043 0.353029607466082 -1.02028596663667 1.09122136850942 -0.529035821450673 0.269158603569474 1.39377592265235 -0.57367791584343 1.81302637629482 0.141583965960643 -1.17751833157592 0.402549990931991 -0.68118541000919 -0.738851587561638 44
"183" "NOT_124_LATE" "coarNOTs_7756-21" 329 297 NA "M" 5 "NOT_fall" "fall_run" "summer_run" "NOT_summer" 26.91 1.96 2.97 1.4 1.2 3.27 8.17 3.06 6.62 3.1 2.06 3.73 4.2 3.6 5.8 2.61 55.03 4.11 30 16 65 "NOT_124_LATE" 0.000396 NA NA NA NA NA NA NA NA NA NA NA 5 0.722779152763025 0.883332031041501 0.524227114206133 -0.0768959315373611 0.150447986118802 -0.2672166256743 -0.51135058958145 -0.764003185048047 1.46226199193785 -0.197419503718707 0.0750087240274198 0.927149112818906 0.21550905935502 -1.4627656060266 -0.613634762317452 -0.728173390317382 0.115617524014936 46
"184" "NOT_125_LATE" "coarNOTs_7757-21" 285 260 NA "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 23.01 1.62 2.42 1.1 1.12 3.17 6.39 2.83 5.94 2.46 1.67 3.2 3.47 3.06 5.59 2.24 57.06 3.47 26 15 44 "NOT_125_LATE" 0.009586557 NA NA NA NA NA NA NA NA NA NA NA 3 -0.665243344985405 -0.689979348255226 -0.980000455236394 -0.412542894042355 1.73159988728662 -1.52157674814312 0.165149560581438 -0.326088171292827 0.607855043713776 -1.00176482849318 -0.257604902157015 -0.211733045738768 -0.562459515179741 -0.284674565125137 -1.4751314114939 -0.312222875390137 -0.929468212112985 41
"185" "NOT_126_LATE" "coarNOTs_7758-21" 317 288 NA "M" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 26.5 1.88 2.63 1.28 1.13 3.14 8.32 3.15 6.62 2.23 2.1 3.76 4.11 3.2 5.99 2.6 54.24 3.82 29 16 59 "NOT_126_LATE" -0.007730692 NA NA NA NA NA NA NA NA NA NA NA 5 0.404435687461593 -0.447498007123125 -0.176688464807247 -0.712882224691664 0.040052500792157 0.748875114634428 0.194068698999527 -0.133343755839872 -1.52264459061914 0.654402864037201 0.580693407399123 0.949007075999532 -0.774885636660531 -0.591124161609192 -0.320363076970161 -0.812947242413466 -0.715838533732594 45
"186" "NOT_127_LATE" "coarNOTs_7759-21" 325 290 NA "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 26.7 2.15 3.11 1.58 1.23 3.38 8.45 3.07 7.11 2.83 2.2 3.58 3.99 3.29 6.94 2.94 55.57 4.41 28 16 42 "NOT_127_LATE" 0.008796014 NA NA NA NA NA NA NA NA NA NA NA 4 2.05134754264613 1.71259317332802 1.94180588468428 0.35574351910757 1.0461933231102 0.891947571719816 -0.185600399025027 1.27942142160572 0.722344029866469 1.3086907512349 -0.170668810034624 0.469209266029209 -0.551148054022651 1.62766004859698 1.72693860165318 -0.627212015479233 1.73500054475058 44
