Sample	Total Reads	Off-target Reads	Primer Only Reads	Primer Probe Reads	Off-target Proportion	Primer Only Proportion	Primer Probe Proportion
coclWEMm-1074-22	5878	487	1067	4324	0.08	0.18	0.74
coclWEMm-1117-22	5626	557	1149	3920	0.10	0.20	0.70
coclWEMm-1161-22	25895	3830	10672	11393	0.15	0.41	0.44
coclWEMm-1164-22	31493	4310	12957	14226	0.14	0.41	0.45
coclWEMm-1168-22	49549	4728	17488	27333	0.10	0.35	0.55
coclWHAm-4762-22	111577	13427	44668	53482	0.12	0.40	0.48
coclWHAm-4770-22	94814	12103	38191	44520	0.13	0.40	0.47
coclWHAm-9055-22	66417	8335	25938	32144	0.13	0.39	0.48
coclWHAm-9056-22	65884	8699	25917	31268	0.13	0.39	0.47
coclWHAm-9063-22	52643	7570	21902	23171	0.14	0.42	0.44
coclWHAm-9067-22	66889	9718	28821	28350	0.15	0.43	0.42
coclWHAm-9068-22	65423	8774	26883	29766	0.13	0.41	0.45
coclWHAm-9069-22	82794	10218	30939	41637	0.12	0.37	0.50
coclWHAm-9071-22	76764	9532	28687	38545	0.12	0.37	0.50
coclWHAm-9073-22	64467	8501	25409	30557	0.13	0.39	0.47
coclWHAm-9074-22	70738	9582	28674	32482	0.14	0.41	0.46
coclWHAm-9077-22	99802	11567	40853	47382	0.12	0.41	0.47
coclWHAm-9079-22	43905	5095	14713	24097	0.12	0.34	0.55
coclWHAm-9088-22	35159	6082	14866	14211	0.17	0.42	0.40
coclWHAm-9166-22	41112	7080	17511	16521	0.17	0.43	0.40
coclWHAm-9167-22	39531	6019	14829	18683	0.15	0.38	0.47
coclWHAm-9168-22	39291	6905	17222	15164	0.18	0.44	0.39
coclWHAm-9171-22	41613	6865	17350	17398	0.16	0.42	0.42
coclWHAm-9174-22	38001	6840	17242	13919	0.18	0.45	0.37
coclWHAm-9177-22	37900	6462	15882	15556	0.17	0.42	0.41
coclWHAm-9180-22	38728	6621	16448	15659	0.17	0.42	0.40
coclWHAm-9182-22	36744	6262	15321	15161	0.17	0.42	0.41
coclWHAm-9231-22	39032	6695	16071	16266	0.17	0.41	0.42
coclWHAm-9233-22	47831	6892	18834	22105	0.14	0.39	0.46
coclWHAm-9234-22	39205	4851	13523	20831	0.12	0.34	0.53
coclWHAm-9235-22	39039	6195	15523	17321	0.16	0.40	0.44
coclWHAm-9236-22	41874	7249	19040	15585	0.17	0.45	0.37
coclWHAm-9238-22	39387	6738	17211	15438	0.17	0.44	0.39
coclWHAm-9242-22	43786	8351	23110	12325	0.19	0.53	0.28
coclWHAm-9246-22	48064	8346	22185	17533	0.17	0.46	0.36
coclWHAm-9317-22	44206	7905	20524	15777	0.18	0.46	0.36
coclWHAm-9319-22	44062	7592	19149	17321	0.17	0.43	0.39
coclWHAm-9326-22	42193	7279	18811	16103	0.17	0.45	0.38
coclWHAm-9327-22	32998	5477	14117	13404	0.17	0.43	0.41
coclWHAm-9328-22	36428	6471	16011	13946	0.18	0.44	0.38
coclWHAm-9330-22	42269	6927	18965	16377	0.16	0.45	0.39
coclWHAm-9334-22	40345	5252	14756	20337	0.13	0.37	0.50
coclWHAm-9336-22	43121	7167	18148	17806	0.17	0.42	0.41
coclWHAm-9337-22	22034	3964	10229	7841	0.18	0.46	0.36
coclWHAm-9338-22	42666	7967	20577	14122	0.19	0.48	0.33
coclWHAm-9340-22	47906	9016	24030	14860	0.19	0.50	0.31
coclWHAm-9395-22	39925	7383	19295	13247	0.18	0.48	0.33
coclWHAm-9401-22	42942	7546	20469	14927	0.18	0.48	0.35
coclWHAm-9410-22	36860	7671	19685	9504	0.21	0.53	0.26
coclWHAm-9415-22	45150	8495	21776	14879	0.19	0.48	0.33
