Sample	Total Reads	Off-target Reads	Primer Only Reads	Primer Probe Reads	Off-target Proportion	Primer Only Proportion	Primer Probe Proportion
02_input_files/coarWASm-3844-22_S73_L001_R1_001	29124	3806	10699	14619	0.13	0.37	0.50
02_input_files/coarWASm-3845-22_S74_L001_R1_001	18989	2439	6148	10402	0.13	0.32	0.55
02_input_files/coarWASm-3846-22_S75_L001_R1_001	19422	2653	6744	10025	0.14	0.35	0.52
02_input_files/coarWASm-3847-22_S76_L001_R1_001	18946	2654	6684	9608	0.14	0.35	0.51
02_input_files/coarWASm-3848-22_S77_L001_R1_001	18444	2365	5951	10128	0.13	0.32	0.55
02_input_files/coarWASm-3849-22_S78_L001_R1_001	20218	2334	6136	11748	0.12	0.30	0.58
02_input_files/coarWASm-3951-22_S79_L001_R1_001	21271	2801	6916	11554	0.13	0.33	0.54
02_input_files/coarWASm-3952-22_S80_L001_R1_001	18017	2194	5463	10360	0.12	0.30	0.58
02_input_files/coarWASm-3953-22_S84_L001_R1_001	27043	2917	7626	16500	0.11	0.28	0.61
02_input_files/coarWASm-3954-22_S85_L001_R1_001	60696	4537	15160	40999	0.07	0.25	0.68
02_input_files/coarWASm-3955-22_S86_L001_R1_001	22807	2670	6515	13622	0.12	0.29	0.60
02_input_files/coarWASm-3956-22_S87_L001_R1_001	25033	3149	7401	14483	0.13	0.30	0.58
02_input_files/coarWASm-3957-22_S88_L001_R1_001	22596	2906	6726	12964	0.13	0.30	0.57
02_input_files/coarWASm-3958-22_S89_L001_R1_001	23083	3216	7364	12503	0.14	0.32	0.54
02_input_files/coarWASm-3959-22_S90_L001_R1_001	22979	2914	7705	12360	0.13	0.34	0.54
02_input_files/coarWEMm-001-21_S230_L001_R1_001	18683	1887	4425	12371	0.10	0.24	0.66
02_input_files/coarWEMm-002-21_S231_L001_R1_001	20476	1920	4334	14222	0.09	0.21	0.69
02_input_files/coarWEMm-003-21_S232_L001_R1_001	24369	2694	6147	15528	0.11	0.25	0.64
02_input_files/coarWEMm-004-21_S233_L001_R1_001	14060	1396	3304	9360	0.10	0.23	0.67
02_input_files/coarWEMm-005-21_S234_L001_R1_001	18470	1855	4197	12418	0.10	0.23	0.67
02_input_files/coarWEMm-006-21_S235_L001_R1_001	16284	1547	3831	10906	0.10	0.24	0.67
02_input_files/coarWEMm-007-21_S236_L001_R1_001	19007	1948	4561	12498	0.10	0.24	0.66
02_input_files/coarWEMm-008-21_S237_L001_R1_001	20269	1785	4302	14182	0.09	0.21	0.70
02_input_files/coarWEMm-009-21_S238_L001_R1_001	19753	2192	4864	12697	0.11	0.25	0.64
02_input_files/coarWEMm-010-21_S239_L001_R1_001	23217	1701	4032	17484	0.07	0.17	0.75
02_input_files/coarWEMm-011-21_S240_L001_R1_001	37317	3275	9502	24540	0.09	0.25	0.66
02_input_files/coarWEMm-012-21_S241_L001_R1_001	42753	3567	11041	28145	0.08	0.26	0.66
02_input_files/coarWEMm-013-21_S242_L001_R1_001	19808	1972	4461	13375	0.10	0.23	0.68
02_input_files/coarWEMm-014-21_S243_L001_R1_001	21111	2351	5316	13444	0.11	0.25	0.64
02_input_files/coarWEMm-015-21_S244_L001_R1_001	19744	1776	4060	13908	0.09	0.21	0.70
02_input_files/coarWEMm-016-21_S245_L001_R1_001	20420	2147	4866	13407	0.11	0.24	0.66
02_input_files/coarWEMm-017-21_S246_L001_R1_001	15427	1526	3726	10175	0.10	0.24	0.66
02_input_files/coarWEMm-018-21_S247_L001_R1_001	17592	1797	4166	11629	0.10	0.24	0.66
02_input_files/coarWEMm-019-21_S248_L001_R1_001	18372	2029	4888	11455	0.11	0.27	0.62
02_input_files/coarWEMm-020-21_S249_L001_R1_001	19826	2089	4837	12900	0.11	0.24	0.65
02_input_files/coarWEMm-021-21_S250_L001_R1_001	20462	2043	4904	13515	0.10	0.24	0.66
02_input_files/coarWEMm-022-21_S251_L001_R1_001	23440	1806	4468	17166	0.08	0.19	0.73
02_input_files/coarWEMm-023-21_S252_L001_R1_001	33554	2698	9931	20925	0.08	0.30	0.62
02_input_files/coarWEMm-024-21_S253_L001_R1_001	46479	4016	12822	29641	0.09	0.28	0.64
02_input_files/coarWEMm-025-21_S254_L001_R1_001	21478	2163	5299	14016	0.10	0.25	0.65
02_input_files/coarWEMm-026-21_S255_L001_R1_001	21807	1927	4664	15216	0.09	0.21	0.70
02_input_files/coarWEMm-027-21_S256_L001_R1_001	24558	1852	4621	18085	0.08	0.19	0.74
02_input_files/coarWEMm-028-21_S257_L001_R1_001	19436	1774	4350	13312	0.09	0.22	0.68
02_input_files/coarWEMm-029-21_S258_L001_R1_001	19461	1793	4360	13308	0.09	0.22	0.68
02_input_files/coarWEMm-030-21_S259_L001_R1_001	19763	1906	4349	13508	0.10	0.22	0.68
02_input_files/coarWEMm-031-21_S260_L001_R1_001	18951	2182	4913	11856	0.12	0.26	0.63
02_input_files/coarWEMm-032-21_S261_L001_R1_001	19589	1818	4228	13543	0.09	0.22	0.69
02_input_files/coarWEMm-033-21_S262_L001_R1_001	20814	1882	4633	14299	0.09	0.22	0.69
02_input_files/coarWEMm-034-21_S263_L001_R1_001	18805	1625	3774	13406	0.09	0.20	0.71
02_input_files/coarWEMm-035-21_S264_L001_R1_001	43585	2775	8733	32077	0.06	0.20	0.74
02_input_files/coarWEMm-036-21_S265_L001_R1_001	57912	4172	15405	38335	0.07	0.27	0.66
02_input_files/coarWEMm-037-21_S266_L001_R1_001	22815	2048	5092	15675	0.09	0.22	0.69
02_input_files/coarWEMm-038-21_S267_L001_R1_001	21098	2118	5116	13864	0.10	0.24	0.66
02_input_files/coarWEMm-039-21_S268_L001_R1_001	23415	2438	5956	15021	0.10	0.25	0.64
02_input_files/coarWEMm-040-21_S269_L001_R1_001	19000	1943	4549	12508	0.10	0.24	0.66
02_input_files/coarWEMm-041-21_S270_L001_R1_001	19526	2054	4868	12604	0.11	0.25	0.65
02_input_files/coarWEMm-042-21_S271_L001_R1_001	17553	1973	5011	10569	0.11	0.29	0.60
02_input_files/coarWEMm-043-21_S272_L001_R1_001	20930	1960	4660	14310	0.09	0.22	0.68
02_input_files/coarWEMm-044-21_S273_L001_R1_001	17546	1512	3692	12342	0.09	0.21	0.70
02_input_files/coarWEMm-045-21_S274_L001_R1_001	17009	1845	4733	10431	0.11	0.28	0.61
02_input_files/coarWEMm-046-21_S275_L001_R1_001	22032	2100	4911	15021	0.10	0.22	0.68
02_input_files/coarWEMm-047-21_S276_L001_R1_001	45648	3211	10863	31574	0.07	0.24	0.69
02_input_files/coarWEMm-048-21_S277_L001_R1_001	109497	8148	36208	65141	0.07	0.33	0.59
02_input_files/coarWEMm-049-21_S278_L001_R1_001	17682	1758	4290	11634	0.10	0.24	0.66
02_input_files/coarWEMm-050-21_S279_L001_R1_001	64639	4964	16958	42717	0.08	0.26	0.66
02_input_files/coarWEMm-051-21_S280_L001_R1_001	24336	2413	5984	15939	0.10	0.25	0.65
02_input_files/coarWEMm-052-21_S281_L001_R1_001	22836	2005	5116	15715	0.09	0.22	0.69
02_input_files/coarWEMm-053-21_S282_L001_R1_001	22524	2132	5152	15240	0.09	0.23	0.68
02_input_files/coarWEMm-054-21_S283_L001_R1_001	71149	5166	17839	48144	0.07	0.25	0.68
02_input_files/coarWEMm-055-21_S284_L001_R1_001	21261	1814	4458	14989	0.09	0.21	0.70
02_input_files/coarWEMm-056-21_S285_L001_R1_001	21701	1906	4838	14957	0.09	0.22	0.69
02_input_files/coarWEMm-057-21_S286_L001_R1_001	2704	453	761	1490	0.17	0.28	0.55
02_input_files/coarWEMm-058-21_S287_L001_R1_001	23568	1769	4277	17522	0.08	0.18	0.74
02_input_files/coarWEMm-059-21_S288_L001_R1_001	79099	3223	11998	63878	0.04	0.15	0.81
02_input_files/coarWEMm-060-21_S482_L001_R1_001	93460	9401	37734	46325	0.10	0.40	0.50
02_input_files/coarWEMm-061-21_S483_L001_R1_001	58490	6118	22108	30264	0.10	0.38	0.52
02_input_files/coarWEMm-062-21_S484_L001_R1_001	29622	2859	10935	15828	0.10	0.37	0.53
02_input_files/coarWEMm-063-21_S485_L001_R1_001	75583	6486	25623	43474	0.09	0.34	0.58
02_input_files/coarWEMm-064-21_S486_L001_R1_001	59685	4714	19440	35531	0.08	0.33	0.60
02_input_files/coarWEMm-065-21_S487_L001_R1_001	57213	6088	21928	29197	0.11	0.38	0.51
02_input_files/coarWEMm-066-21_S488_L001_R1_001	77307	7034	28182	42091	0.09	0.36	0.54
02_input_files/coarWEMm-067-21_S489_L001_R1_001	62209	6378	23860	31971	0.10	0.38	0.51
02_input_files/coarWEMm-068-21_S490_L001_R1_001	60928	5550	22480	32898	0.09	0.37	0.54
02_input_files/coarWEMm-069-21_S491_L001_R1_001	68941	6188	24893	37860	0.09	0.36	0.55
02_input_files/coarWEMm-070-21_S492_L001_R1_001	103629	13997	53493	36139	0.14	0.52	0.35
02_input_files/coarWEMm-071-21_S493_L001_R1_001	45732	3973	14200	27559	0.09	0.31	0.60
02_input_files/coarWEMm-072-21_S494_L001_R1_001	25677	3211	8604	13862	0.13	0.34	0.54
02_input_files/coarWEMm-073-21_S495_L001_R1_001	25559	3154	8648	13757	0.12	0.34	0.54
02_input_files/coarWEMm-074-21_S496_L001_R1_001	21844	2502	6637	12705	0.11	0.30	0.58
02_input_files/coarWEMm-075-21_S497_L001_R1_001	25885	2752	7344	15789	0.11	0.28	0.61
02_input_files/coarWEMm-076-21_S498_L001_R1_001	11506	2316	5415	3775	0.20	0.47	0.33
02_input_files/coarWEMm-077-21_S499_L001_R1_001	23122	3094	8231	11797	0.13	0.36	0.51
02_input_files/coarWEMm-078-21_S500_L001_R1_001	21151	2490	6851	11810	0.12	0.32	0.56
02_input_files/coarWEMm-079-21_S501_L001_R1_001	24948	3134	8334	13480	0.13	0.33	0.54
02_input_files/coarWEMm-080-NA_S502_L001_R1_001	16297	2399	6194	7704	0.15	0.38	0.47
02_input_files/coarWEMm-081-NA_S503_L001_R1_001	24613	3007	7873	13733	0.12	0.32	0.56
02_input_files/coarWEMm-082-NA_S504_L001_R1_001	60030	4248	16125	39657	0.07	0.27	0.66
02_input_files/coarWEMm-083-NA_S505_L001_R1_001	24037	2573	7161	14303	0.11	0.30	0.60
02_input_files/coarWEMm-084-NA_S506_L001_R1_001	24950	3001	8240	13709	0.12	0.33	0.55
02_input_files/coarWEMm-085-NA_S507_L001_R1_001	13607	1799	4911	6897	0.13	0.36	0.51
02_input_files/coarWEMm-086-NA_S508_L001_R1_001	21780	2476	6280	13024	0.11	0.29	0.60
02_input_files/coarWEMm-087-NA_S509_L001_R1_001	24382	2855	8003	13524	0.12	0.33	0.55
02_input_files/coarWEMm-088-NA_S510_L001_R1_001	20616	2513	6921	11182	0.12	0.34	0.54
02_input_files/coarWEMm-089-NA_S511_L001_R1_001	22459	3050	7784	11625	0.14	0.35	0.52
02_input_files/coarWEMm-090-NA_S512_L001_R1_001	25225	3288	8425	13512	0.13	0.33	0.54
02_input_files/coarWEMm-091-NA_S513_L001_R1_001	21123	2603	6880	11640	0.12	0.33	0.55
02_input_files/coarWEMm-092-NA_S514_L001_R1_001	21983	2149	6255	13579	0.10	0.28	0.62
02_input_files/coarWEMm-093-NA_S515_L001_R1_001	24988	2783	7690	14515	0.11	0.31	0.58
02_input_files/coarWEMm-094-NA_S516_L001_R1_001	40596	3686	11612	25298	0.09	0.29	0.62
02_input_files/coarWEMm-095-NA_S517_L001_R1_001	28371	2767	8719	16885	0.10	0.31	0.60
02_input_files/coarWEMm-096-NA_S518_L001_R1_001	20124	2473	6688	10963	0.12	0.33	0.54
02_input_files/coarWEMm-097-NA_S519_L001_R1_001	23004	2604	7086	13314	0.11	0.31	0.58
02_input_files/coarWEMm-098-NA_S520_L001_R1_001	3987	802	1641	1544	0.20	0.41	0.39
02_input_files/coarWEMm-099-NA_S521_L001_R1_001	22562	2095	5842	14625	0.09	0.26	0.65
02_input_files/coarWEMm-1076-22_S91_L001_R1_001	23511	3214	7128	13169	0.14	0.30	0.56
02_input_files/coarWEMm-1078-22_S92_L001_R1_001	28977	2466	6130	20381	0.09	0.21	0.70
02_input_files/coarWEMm-1079-22_S93_L001_R1_001	48696	5267	14669	28760	0.11	0.30	0.59
02_input_files/coarWEMm-1080-22_S94_L001_R1_001	21865	2512	5642	13711	0.11	0.26	0.63
02_input_files/coarWEMm-1081-22_S95_L001_R1_001	24251	2757	6199	15295	0.11	0.26	0.63
02_input_files/coarWEMm-1082-22_S96_L001_R1_001	56570	5876	18592	32102	0.10	0.33	0.57
02_input_files/coarWEMm-1083-22_S425_L001_R1_001	35904	7170	18322	10412	0.20	0.51	0.29
02_input_files/coarWEMm-1084-22_S426_L001_R1_001	35380	6759	17068	11553	0.19	0.48	0.33
02_input_files/coarWEMm-1085-22_S427_L001_R1_001	42387	7161	18930	16296	0.17	0.45	0.38
02_input_files/coarWEMm-1086-22_S428_L001_R1_001	36704	4692	13573	18439	0.13	0.37	0.50
02_input_files/coarWEMm-1087-22_S429_L001_R1_001	35429	6631	16416	12382	0.19	0.46	0.35
02_input_files/coarWEMm-1088-22_S430_L001_R1_001	40259	7658	20163	12438	0.19	0.50	0.31
02_input_files/coarWEMm-1089-22_S431_L001_R1_001	36115	6983	17628	11504	0.19	0.49	0.32
02_input_files/coarWEMm-1090-22_S432_L001_R1_001	41676	8336	22372	10968	0.20	0.54	0.26
02_input_files/coarWEMm-1091-22_S433_L001_R1_001	42531	8803	22917	10811	0.21	0.54	0.25
02_input_files/coarWEMm-1092-22_S434_L001_R1_001	125385	24330	71882	29173	0.19	0.57	0.23
02_input_files/coarWEMm-1093-22_S435_L001_R1_001	51087	8449	22210	20428	0.17	0.43	0.40
02_input_files/coarWEMm-1094-22_S436_L001_R1_001	45033	8905	22669	13459	0.20	0.50	0.30
02_input_files/coarWEMm-1095-22_S437_L001_R1_001	30497	6044	15831	8622	0.20	0.52	0.28
02_input_files/coarWEMm-1096-22_S438_L001_R1_001	36905	7337	17696	11872	0.20	0.48	0.32
02_input_files/coarWEMm-1097-22_S439_L001_R1_001	35360	5646	15269	14445	0.16	0.43	0.41
02_input_files/coarWEMm-1098-22_S440_L001_R1_001	36683	4531	12610	19542	0.12	0.34	0.53
02_input_files/coarWEMm-1099-22_S441_L001_R1_001	29537	5558	14122	9857	0.19	0.48	0.33
02_input_files/coarWEMm-1100-22_S442_L001_R1_001	39541	7619	18660	13262	0.19	0.47	0.34
02_input_files/coarWEMm-1276-22_S443_L001_R1_001	40235	7477	18495	14263	0.19	0.46	0.35
02_input_files/coarWEMm-1277-22_S444_L001_R1_001	34927	6920	18567	9440	0.20	0.53	0.27
02_input_files/coarWEMm-1278-22_S445_L001_R1_001	39449	7687	20090	11672	0.19	0.51	0.30
02_input_files/coarWEMm-1279-22_S446_L001_R1_001	42705	8539	22371	11795	0.20	0.52	0.28
02_input_files/coarWEMm-1280-22_S447_L001_R1_001	50255	9306	23128	17821	0.19	0.46	0.35
02_input_files/coarWEMm-1281-22_S448_L001_R1_001	38606	7741	19891	10974	0.20	0.52	0.28
02_input_files/coarWEMm-1282-22_S449_L001_R1_001	37720	7239	18543	11938	0.19	0.49	0.32
02_input_files/coarWEMm-1283-22_S450_L001_R1_001	35401	7216	18232	9953	0.20	0.52	0.28
02_input_files/coarWEMm-1284-22_S451_L001_R1_001	43423	7279	19522	16622	0.17	0.45	0.38
02_input_files/coarWEMm-1285-22_S452_L001_R1_001	40282	4834	15059	20389	0.12	0.37	0.51
02_input_files/coarWEMm-1286-22_S453_L001_R1_001	30847	4944	12537	13366	0.16	0.41	0.43
02_input_files/coarWEMm-1287-22_S454_L001_R1_001	34784	6929	17240	10615	0.20	0.50	0.31
02_input_files/coarWEMm-1288-22_S455_L001_R1_001	36825	6588	16958	13279	0.18	0.46	0.36
02_input_files/coarWEMm-1289-22_S456_L001_R1_001	39746	7219	18373	14154	0.18	0.46	0.36
02_input_files/coarWEMm-1290-22_S457_L001_R1_001	42058	7553	19652	14853	0.18	0.47	0.35
02_input_files/coarWEMm-1291-22_S458_L001_R1_001	42312	8022	21154	13136	0.19	0.50	0.31
02_input_files/coarWEMm-1292-22_S459_L001_R1_001	46966	8875	22196	15895	0.19	0.47	0.34
02_input_files/coarWEMm-1293-22_S460_L001_R1_001	44934	8429	21027	15478	0.19	0.47	0.34
02_input_files/coarWEMm-1294-22_S461_L001_R1_001	37880	7273	18514	12093	0.19	0.49	0.32
02_input_files/coarWEMm-1295-22_S462_L001_R1_001	37902	7327	18124	12451	0.19	0.48	0.33
02_input_files/coarWEMm-1296-22_S463_L001_R1_001	43271	7054	18099	18118	0.16	0.42	0.42
02_input_files/coarWEMm-1297-22_S464_L001_R1_001	48985	5726	18105	25154	0.12	0.37	0.51
02_input_files/coarWEMm-1298-22_S465_L001_R1_001	50854	5605	14505	30744	0.11	0.29	0.60
02_input_files/coarWEMm-1299-22_S466_L001_R1_001	32806	5550	13222	14034	0.17	0.40	0.43
02_input_files/coarWEMm-1300-22_S467_L001_R1_001	29213	5014	13338	10861	0.17	0.46	0.37
02_input_files/coarWEMm-1326-22_S468_L001_R1_001	35418	5913	15173	14332	0.17	0.43	0.40
02_input_files/coarWEMm-1327-22_S469_L001_R1_001	30835	5127	13066	12642	0.17	0.42	0.41
02_input_files/coarWEMm-1328-22_S470_L001_R1_001	32821	5842	14269	12710	0.18	0.43	0.39
02_input_files/coarWEMm-1329-22_S471_L001_R1_001	36095	6403	15960	13732	0.18	0.44	0.38
02_input_files/coarWEMm-1330-22_S472_L001_R1_001	36643	7085	17668	11890	0.19	0.48	0.32
02_input_files/coarWEMm-1331-22_S473_L001_R1_001	39137	6759	17393	14985	0.17	0.44	0.38
02_input_files/coclCHIm-2613-21_S541_L001_R1_001	104568	34231	66022	4315	0.33	0.63	0.04
02_input_files/coclCHIm-2618-21_S542_L001_R1_001	42359	6027	19672	16660	0.14	0.46	0.39
02_input_files/coclCHIm-2623-21_S543_L001_R1_001	5274	1735	3301	238	0.33	0.63	0.05
02_input_files/coclEASm-101-21_S522_L001_R1_001	19188	2469	6274	10445	0.13	0.33	0.54
02_input_files/coclEASm-102-21_S523_L001_R1_001	21375	2669	7092	11614	0.12	0.33	0.54
02_input_files/coclEASm-118-21_S524_L001_R1_001	22290	2865	7170	12255	0.13	0.32	0.55
02_input_files/coclEASm-124-21_S525_L001_R1_001	21232	2448	7151	11633	0.12	0.34	0.55
02_input_files/coclEASm-127-21_S526_L001_R1_001	18948	2392	6236	10320	0.13	0.33	0.54
02_input_files/coclEASm-173-21_S527_L001_R1_001	21247	2712	7466	11069	0.13	0.35	0.52
02_input_files/coclEASm-174-21_S528_L001_R1_001	34627	3453	11059	20115	0.10	0.32	0.58
02_input_files/coclEASm-281-21_S529_L001_R1_001	45015	4367	15512	25136	0.10	0.34	0.56
02_input_files/coclEASm-313-21_S530_L001_R1_001	24288	3527	10512	10249	0.15	0.43	0.42
02_input_files/coclEASm-352-21_S531_L001_R1_001	13513	3215	9974	324	0.24	0.74	0.02
02_input_files/coclEASm-353-21_S532_L001_R1_001	11473	2748	8356	369	0.24	0.73	0.03
02_input_files/coclEASm-390-21_S526_L001_R1_001	22475	2758	6632	13085	0.12	0.30	0.58
02_input_files/coclEASm-393-21_S527_L001_R1_001	22942	3127	6482	13333	0.14	0.28	0.58
02_input_files/coclEASm-394-21_S528_L001_R1_001	27674	3550	7877	16247	0.13	0.28	0.59
02_input_files/coclEASm-411-21_S529_L001_R1_001	40415	5561	18363	16491	0.14	0.45	0.41
02_input_files/coclEASm-412-21_S530_L001_R1_001	54585	7378	25654	21553	0.14	0.47	0.39
02_input_files/coclEASm-416-21_S531_L001_R1_001	34543	5126	16401	13016	0.15	0.47	0.38
02_input_files/coclEASm-424-21_S532_L001_R1_001	34564	4803	15704	14057	0.14	0.45	0.41
02_input_files/coclEASm-427-21_S533_L001_R1_001	23428	3078	6837	13513	0.13	0.29	0.58
02_input_files/coclEASm-4309-22b_S545_L001_R1_001	23899	3034	8936	11929	0.13	0.37	0.50
02_input_files/coclEASm-4309-22_S97_L001_R1_001	154030	19306	76099	58625	0.13	0.49	0.38
02_input_files/coclEASm-431-21_S534_L001_R1_001	26260	2540	5554	18166	0.10	0.21	0.69
02_input_files/coclEASm-4360-22_S534_L001_R1_001	24935	2418	7517	15000	0.10	0.30	0.60
02_input_files/coclEASm-436-21_S535_L001_R1_001	19546	2228	4717	12601	0.11	0.24	0.64
02_input_files/coclEASm-4363-22_S535_L001_R1_001	94541	13188	41577	39776	0.14	0.44	0.42
02_input_files/coclEASm-4369-22_S536_L001_R1_001	31613	4653	13686	13274	0.15	0.43	0.42
02_input_files/coclEASm-4373-22_S537_L001_R1_001	25941	3847	11307	10787	0.15	0.44	0.42
02_input_files/coclEASm-4377-22_S538_L001_R1_001	4709	776	2414	1519	0.16	0.51	0.32
02_input_files/coclEASm-439-21_S536_L001_R1_001	16953	2407	4840	9706	0.14	0.29	0.57
02_input_files/coclEASm-441-21_S537_L001_R1_001	21608	2884	5671	13053	0.13	0.26	0.60
02_input_files/coclEASm-446-21_S538_L001_R1_001	20945	2689	5973	12283	0.13	0.29	0.59
02_input_files/coclEASm-447-21_S539_L001_R1_001	19052	2448	5784	10820	0.13	0.30	0.57
02_input_files/coclEASm-452-21_S540_L001_R1_001	23379	3256	6829	13294	0.14	0.29	0.57
02_input_files/coclEASm-553-21_S544_L001_R1_001	21062	4430	16104	528	0.21	0.76	0.03
02_input_files/coclEASm-566-21_S481_L001_R1_001	132161	22124	71045	38992	0.17	0.54	0.30
02_input_files/coclEASm-566-21_S545_L001_R1_001	1616	585	1028	3	0.36	0.64	0.00
02_input_files/coclEASm-570-21_S546_L001_R1_001	15831	2395	5575	7861	0.15	0.35	0.50
02_input_files/coclEASm-800-22_S542_L001_R1_001	26415	2547	7431	16437	0.10	0.28	0.62
02_input_files/coclEASm-846-22_S543_L001_R1_001	24235	3160	9645	11430	0.13	0.40	0.47
02_input_files/coclEASm-866-22_S544_L001_R1_001	21631	2833	7976	10822	0.13	0.37	0.50
02_input_files/coclEASs-634-22_S345_L001_R1_001	12364	1203	3218	7943	0.10	0.26	0.64
02_input_files/coclEASs-640-22_S346_L001_R1_001	11858	1229	3261	7368	0.10	0.28	0.62
02_input_files/coclEASs-726-22_S347_L001_R1_001	9353	1216	3209	4928	0.13	0.34	0.53
02_input_files/coclEASs-730-22_S348_L001_R1_001	8669	1141	3024	4504	0.13	0.35	0.52
02_input_files/coclEASs-735-22_S349_L001_R1_001	9518	1078	2861	5579	0.11	0.30	0.59
02_input_files/coclEASs-738-22_S350_L001_R1_001	13134	1474	3755	7905	0.11	0.29	0.60
02_input_files/coclEASs-778-22_S351_L001_R1_001	11511	1366	3430	6715	0.12	0.30	0.58
02_input_files/coclLAGs-021-20_S183_L001_R1_001	13226	1471	3959	7796	0.11	0.30	0.59
02_input_files/coclLAGs-022-20_S184_L001_R1_001	6292	1276	3348	1668	0.20	0.53	0.27
02_input_files/coclLAGs-023-20_S185_L001_R1_001	11632	1194	3238	7200	0.10	0.28	0.62
02_input_files/coclLAGs-024-20_S186_L001_R1_001	14597	1283	3444	9870	0.09	0.24	0.68
02_input_files/coclLAGs-025-20_S187_L001_R1_001	10321	1264	3084	5973	0.12	0.30	0.58
02_input_files/coclLAGs-026-20_S188_L001_R1_001	13296	1304	3366	8626	0.10	0.25	0.65
02_input_files/coclLAGs-027-20_S189_L001_R1_001	13150	1540	4181	7429	0.12	0.32	0.56
02_input_files/coclLAGs-028-20_S190_L001_R1_001	15256	1303	3397	10556	0.09	0.22	0.69
02_input_files/coclLAGs-029-20_S191_L001_R1_001	15997	1559	4738	9700	0.10	0.30	0.61
02_input_files/coclLAGs-030-20_S192_L001_R1_001	35527	3899	12824	18804	0.11	0.36	0.53
02_input_files/coclLAGs-2842-22_S352_L001_R1_001	11173	1229	3194	6750	0.11	0.29	0.60
02_input_files/coclROGs-2001-21_S332_L001_R1_001	8846	517	928	7401	0.06	0.10	0.84
02_input_files/coclROGs-2004-21_S333_L001_R1_001	9275	1183	2796	5296	0.13	0.30	0.57
02_input_files/coclROGs-2007-21_S334_L001_R1_001	3725	294	727	2704	0.08	0.20	0.73
02_input_files/coclROGs-2008-21_S335_L001_R1_001	5690	902	1998	2790	0.16	0.35	0.49
02_input_files/coclROGs-2012-21_S336_L001_R1_001	2359	276	596	1487	0.12	0.25	0.63
02_input_files/coclROGs-2013-21_S337_L001_R1_001	1794	337	818	639	0.19	0.46	0.36
02_input_files/coclROGs-2016-21_S338_L001_R1_001	7584	523	1334	5727	0.07	0.18	0.76
02_input_files/coclROGs-2017-21_S339_L001_R1_001	2584	264	617	1703	0.10	0.24	0.66
02_input_files/coclROGs-2019-21_S340_L001_R1_001	3269	352	741	2176	0.11	0.23	0.67
02_input_files/coclROGs-2020-21_S341_L001_R1_001	5957	392	1110	4455	0.07	0.19	0.75
02_input_files/coclROGs-2021-21_S342_L001_R1_001	2240	276	600	1364	0.12	0.27	0.61
02_input_files/coclROGs-2022-21_S343_L001_R1_001	4473	348	903	3222	0.08	0.20	0.72
02_input_files/coclROGs-2023-21_S344_L001_R1_001	750	246	477	27	0.33	0.64	0.04
02_input_files/coclWASm-2912-21_S533_L001_R1_001	22110	3206	9265	9639	0.15	0.42	0.44
02_input_files/coclWASm-3728-22_S252_L001_R1_001	17201	2521	6008	8672	0.15	0.35	0.50
02_input_files/coclWASm-3729-22_S253_L001_R1_001	20285	2509	7004	10772	0.12	0.35	0.53
02_input_files/coclWASm-3732-22_S254_L001_R1_001	17935	2114	4942	10879	0.12	0.28	0.61
02_input_files/coclWASm-3733-22_S255_L001_R1_001	13441	1882	4427	7132	0.14	0.33	0.53
02_input_files/coclWEMm-1018-22_S474_L001_R1_001	6628	660	1517	4451	0.10	0.23	0.67
02_input_files/coclWEMm-1071-22_S475_L001_R1_001	4946	424	1026	3496	0.09	0.21	0.71
02_input_files/coclWEMm-1072-22_S476_L001_R1_001	5227	441	1023	3763	0.08	0.20	0.72
02_input_files/coclWEMm-1074-22_S477_L001_R1_001	5878	487	1067	4324	0.08	0.18	0.74
02_input_files/coclWEMm-1117-22_S478_L001_R1_001	5626	557	1149	3920	0.10	0.20	0.70
02_input_files/coclWEMm-1161-22_S539_L001_R1_001	25895	3830	10672	11393	0.15	0.41	0.44
02_input_files/coclWEMm-1164-22_S540_L001_R1_001	31493	4310	12957	14226	0.14	0.41	0.45
02_input_files/coclWEMm-1168-22_S541_L001_R1_001	49549	4728	17488	27333	0.10	0.35	0.55
02_input_files/coclWHAm-4762-22_S380_L001_R1_001	111577	13427	44668	53482	0.12	0.40	0.48
02_input_files/coclWHAm-4770-22_S381_L001_R1_001	94814	12103	38191	44520	0.13	0.40	0.47
02_input_files/coclWHAm-9055-22_S382_L001_R1_001	66417	8335	25938	32144	0.13	0.39	0.48
02_input_files/coclWHAm-9056-22_S383_L001_R1_001	65884	8699	25917	31268	0.13	0.39	0.47
02_input_files/coclWHAm-9063-22_S384_L001_R1_001	52643	7570	21902	23171	0.14	0.42	0.44
02_input_files/coclWHAm-9067-22_S385_L001_R1_001	66889	9718	28821	28350	0.15	0.43	0.42
02_input_files/coclWHAm-9068-22_S386_L001_R1_001	65423	8774	26883	29766	0.13	0.41	0.45
02_input_files/coclWHAm-9069-22_S387_L001_R1_001	82794	10218	30939	41637	0.12	0.37	0.50
02_input_files/coclWHAm-9071-22_S388_L001_R1_001	76764	9532	28687	38545	0.12	0.37	0.50
02_input_files/coclWHAm-9073-22_S389_L001_R1_001	64467	8501	25409	30557	0.13	0.39	0.47
02_input_files/coclWHAm-9074-22_S390_L001_R1_001	70738	9582	28674	32482	0.14	0.41	0.46
